Produto;valor;pct;pct_acumulado;classe_abc
PC000938;1747582,06;0,9399913597942925;0,9399913597942925;A
PC000104;1202921,45;0,6470287120658712;1,5870200718601637;A
PC000866;1162973,44;0,625541432526634;2,2125615043867977;A
PC000663;1069583,24;0,5753086090737194;2,7878701134605173;A
PC000201;1041311,5700000001;0,5601018121311166;3,347971925591634;A
PC000335;1000016,65;0,5378900551602328;3,8858619807518666;A
PC000051;978924,1799999999;0,526544814206729;4,412406794958596;A
PC000864;969124,84;0,5212739344337434;4,933680729392339;A
PC000574;958082,91;0,5153346889854047;5,449015418377744;A
PC000221;945706,77;0,5086777971953823;5,957693215573126;A
PC000118;911916,25;0,4905025151471354;6,448195730720261;A
PC000954;903364,74;0,48590281954646386;6,934098550266725;A
PC000650;889089,55;0,47822446465455;7,4123230149212755;A
PC000979;885630,6900000001;0,47636400923494127;7,888687024156217;A
PC000055;883046,99;0,47497428583831824;8,363661309994535;A
PC000105;877043,8;0,4717452834009715;8,835406593395508;A
PC000792;869202,92;0,46752782224599493;9,302934415641502;A
PC000699;866683,64;0,46617274914979795;9,7691071647913;A
PC000173;858589,51;0,46181906960638824;10,230926234397689;A
PC000680;854475,49;0,45960621600567036;10,69053245040336;A
PC000943;829750,48;0,4463071004432072;11,136839550846567;A
PC000448;820287,6900000001;0,44121724455423805;11,578056795400805;A
PC000545;809102,92;0,4352011681696554;12,01325796357046;A
PC000328;804657,17;0,43280988327182035;12,446067846842281;A
PC000054;795210,97;0,42772895083029083;12,873796797672572;A
PC000390;783663,49;0,42151777959213027;13,295314577264703;A
PC000449;780189,54;0,419649207546731;13,714963784811435;A
PC000686;778606,12;0,4187975158562558;14,13376130066769;A
PC000235;761832,57;0,40977534034074514;14,543536641008435;A
PC000385;759338,64;0,40843390253041895;14,951970543538854;A
PC000278;747792,6900000001;0,40222355425034056;15,354194097789195;A
PC000905;744694,4;0,40055704261875685;15,754751140407953;A
PC000835;695779,27;0,3742465187151099;16,128997659123062;A
PC000028;686526,86;0,3692698222518409;16,498267481374903;A
PC000313;678671,09;0,3650443520472937;16,863311833422195;A
PC000996;675638,49;0,36341317382513216;17,226725007247328;A
PC000591;654136,63;0,3518477297283288;17,57857273697566;A
PC000239;643976,7;0,3463828954096961;17,924955632385355;A
PC000673;640083,46;0,34428879519811256;18,26924442758347;A
PC000551;628423,78;0,33801727370059487;18,607261701284063;A
PC000749;624560,79;0,3359394443922694;18,943201145676333;A
PC000716;620121,03;0,33355138140222;19,276752527078553;A
PC000687;619535,0;0,3332361669415152;19,609988694020068;A
PC000656;618951,17;0,3329221358192292;19,942910829839295;A
PC000361;614059,57;0,33029103663320886;20,273201866472505;A
PC000862;600171,13;0,3228207072565034;20,59602257372901;A
PC000066;596321,03;0,32074981123554974;20,91677238496456;A
PC000149;593702,75;0,31934148791050815;21,23611387287507;A
PC000751;587085,22;0,3157820435985314;21,5518959164736;A
PC000571;583398,3099999999;0,3137989243941954;21,865694840867796;A
PC000668;577330,1;0,31053494892776307;22,17622978979556;A
PC000855;574756,94;0,3091508947979282;22,485380684593487;A
PC000454;572186,52;0,30776831446230585;22,79314899905579;A
PC000198;568284,74;0,3056696207461331;23,098818619801925;A
PC000635;565584,89;0,3042174224598102;23,403036042261736;A
PC000168;564256,2;0,3035027452217954;23,70653878748353;A
PC000689;562444,9;0,30252848118637987;24,00906726866991;A
PC000825;558663,19;0,3004943708538168;24,309561639523725;A
PC000053;555803,22;0,29895604704585166;24,608517686569577;A
PC000513;554379,9;0,29819047011939687;24,906708156688975;A
PC000470;553371,7;0,29764817839494145;25,204356335083915;A
PC000772;550244,41;0,29596606821147403;25,50032240329539;A
PC000875;547601,34;0,2945444108139773;25,794866814109366;A
PC000302;546943,62;0,2941906356572537;26,08905744976662;A
PC000102;542497,0599999999;0,291798915075728;26,380856364842348;A
PC000787;542077,5599999999;0,291573273954513;26,67242963879686;A
PC000775;540653,36;0,2908072236926907;26,963236862489552;A
PC000976;538589,09;0,2896968918755498;27,252933754365102;A
PC000197;537391,5;0,28905273084967154;27,541986485214775;A
PC000244;537331,44;0,2890204257108392;27,831006910925613;A
PC000099;523613,26999999996;0,28164168134893536;28,11264859227455;A
PC000838;523227,57;0,2814342206088814;28,394082812883433;A
PC000565;522728,48;0,28116576953096195;28,675248582414394;A
PC000307;521261,39;0,2803766495487846;28,95562523196318;A
PC000665;505820,22;0,2720711360525458;29,227696368015724;A
PC000345;505666,15;0,27198826471155507;29,49968463272728;A
PC000919;505460,32;0,27187755264485736;29,771562185372137;A
PC000762;499762,49;0,26881279758003557;30,040374982952173;A
PC000786;496319,27;0,266960754620822;30,307335737572995;A
PC000890;496194,13;0,2668934441800381;30,574229181753033;A
PC000349;494300,08999999997;0,26587467586245483;30,84010385761549;A
PC000829;489939,55;0,2635292238131031;31,10363308142859;A
PC000224;489856,87000000005;0,26348475180380143;31,367117833232392;A
PC000812;485947,63;0,2613820454946269;31,62849987872702;A
PC000199;480802,87;0,25861477632947233;31,887114655056493;A
PC000141;476033,03;0,2560491695461198;32,14316382460261;A
PC000797;475164,27999999997;0,25558188534098136;32,39874570994359;A
PC000300;471176,68;0,25343703066885465;32,652182740612446;A
PC000646;469656,12;0,2526191501842903;32,90480189079673;A
PC000036;469613,85;0,252596413950217;33,15739830474695;A
PC000192;468606,57;0,25205461707637317;33,40945292182332;A
PC000323;466424,54;0,2508809443809622;33,66033386620428;A
PC000144;466417,91;0,2508773782292729;33,91121124443356;A
PC000152;463610,85000000003;0,24936751371027913;34,16057875814384;A
PC000440;463339,75;0,24922169414422096;34,40980045228806;A
PC000251;461122,32;0,24802898045788987;34,65782943274595;A
PC000773;459080,58;0,2469307671019194;34,90476019984787;A
PC000541;455964,84;0,24525486944515046;35,15001506929302;A
PC000135;455347,56;0,24492284620008814;35,39493791549311;A
PC000874;453234,76;0,24378641101319148;35,6387243265063;A
PC000858;449471,92;0,24176245049697492;35,88048677700328;A
PC000925;449383,36;0,24171481574680856;36,12220159275009;A
PC000553;441687,64;0,2375754334122267;36,35977702616231;A
PC000153;441542,24;0,23749722550036814;36,59727425166268;A
PC000214;440313,84;0,23683649235781615;36,8341107440205;A
PC000778;436982,89;0,23504483730963674;37,069155581330136;A
PC000019;435846,64;0,2344336699103981;37,30358925124053;A
PC000502;435763,27;0,23438882676313783;37,53797807800367;A
PC000229;434496,9;0,23370767027524006;37,771685748278905;A
PC000511;432253,31;0,23250088561934762;38,00418663389825;A
PC000923;429336,39;0,23093192948276933;38,23511856338102;A
PC000768;424911,14;0,22855167114747277;38,46367023452849;A
PC000312;423802,12;0,22795515025057192;38,691625384779066;A
