Produto;valor;pct;pct_acumulado;classe_abc
PC004109;143221227,37;0,8401604094626428;0,8401604094626428;A
PC008728;135609974,05;0,7955114853940409;1,6356718948566837;A
PC008559;121690016,01;0,7138546118889971;2,349526506745681;A
PC001624;121643809,35;0,7135835556559346;3,0631100624016154;A
PC000879;109228492,12;0,6407531645253086;3,703863226926924;A
PC003508;106813759,19;0,626587924885443;4,330451151812367;A
PC001007;93600073,11;0,5490741644510102;4,879525316263377;A
PC004564;93351384,37;0,5476153134310607;5,4271406296944384;A
PC002178;88723216,46;0,5204656826275059;5,947606312321945;A
PC007676;83739692,68;0,49123147303122205;6,438837785353167;A
PC000815;83232743,32;0,48825762069315964;6,927095406046327;A
PC006612;82381389,58;0,4832634328906205;7,410358838936947;A
PC008084;81904454,42;0,48046564902386485;7,890824487960812;A
PC008962;79479877,22;0,46624266119913904;8,35706714915995;A
PC007693;67855331,54;0,39805107230083214;8,755118221460783;A
PC004689;64736679,9;0,37975652416052913;9,134874745621312;A
PC003117;61646005,71;0,36162609656492023;9,496500842186233;A
PC007791;60870062,72;0,3570742812218363;9,853575123408069;A
PC003771;60711648,54;0,35614499633315394;10,209720119741222;A
PC008785;58543548,91;0,3434265501478634;10,553146669889086;A
PC001677;58490364,45;0,34311456093710757;10,896261230826195;A
PC007252;55666725,11;0,3265506058053689;11,222811836631564;A
PC002074;54936726,59;0,32226830864360895;11,545080145275174;A
PC004212;54601640,97;0,3203026386317402;11,865382783906913;A
PC009924;53732637,49;0,31520491441174664;12,180587698318659;A
PC004439;53261776,49;0,312442762614667;12,493030460933326;A
PC009540;49689938,48;0,29148974510376957;12,784520206037095;A
PC001815;48980943,51;0,2873306583870827;13,071850864424178;A
PC003457;46020938,9;0,2699667610737028;13,34181762549788;A
PC008601;45864850,37;0,26905111884883604;13,610868744346716;A
PC002501;44974515,87;0,2638282631882973;13,874697007535014;A
PC008574;44677030,31;0,2620831616102111;14,136780169145226;A
PC006844;42986893,45;0,2521685274290845;14,38894869657431;A
PC008500;39973762,86;0,23449298395871013;14,62344168053302;A
PC001709;37594822,53;0,22053770988068158;14,843979390413702;A
PC008017;37533338,12;0,2201770317324087;15,06415642214611;A
PC000728;37274140,23;0,2186565322269013;15,282812954373012;A
PC000980;36988001,31;0,21697799199508683;15,4997909463681;A
